Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [908], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 121}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [121], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [121], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""908;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""121;121""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.372059,0.0,0.734662,0.045818,0.0,0.165856,0.045661
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106, 2, 55, 111, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [106, 2, 55, 111, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [106, 2, 55, 111, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""106,2,55,111,39;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""106,2,55,111,36;106,2,55,111,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,432032.776471,0.0,0.369264,0.42098,0.0,0.038727,0.428236
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1626, 5], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 2}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1626, 2], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1626, 2], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1626,5;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1626,2;1626,2""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,961.825,0.0,0.127018,0.433349,0.0,0.075488,0.505016
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 34, 29, 485], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 414}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [102, 34, 29, 414], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [102, 34, 29, 414], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""102,34,29,485;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""102,34,29,414;102,34,29,414""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,208497.000735,0.0,0.895735,0.118607,0.0,0.025417,0.108072
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1069], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 497}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [497], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [497], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1069;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""497;497""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,12.488235,0.0,0.780499,0.036505,0.0,0.134362,0.052991
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [508, 473], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 161}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [508, 161], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [508, 161], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""508,473;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""508,161;508,161""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,1011.316912,0.0,0.903723,0.106155,0.0,0.032515,0.103878
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1996, 826], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 640}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1996, 640], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1996, 640], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1996,826;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1996,640;1996,640""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,6333.2375,0.0,0.942285,0.094671,0.0,0.035055,0.03082
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1343, 584], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 310}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1343, 310], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1343, 310], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1343,584;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1343,310;1343,310""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,3229.524265,0.0,0.913119,0.087433,0.0,0.028822,0.095059
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [806], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 259}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [259], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [259], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""806;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""259;259""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,8.710294,0.0,0.704879,0.059936,0.0,0.218133,0.071248
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3, 38, 93, 44, 92], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 72}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3, 38, 93, 44, 72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [3, 38, 93, 44, 72], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""3,38,93,44,92;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""3,38,93,44,72;3,38,93,44,72""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,214222.433824,0.0,0.720898,0.299976,0.0,0.037241,0.171583
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [115, 768], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 362}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [115, 362], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [115, 362], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""115,768;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""115,362;115,362""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,341.585294,0.0,0.940408,0.080737,0.0,0.025919,0.093885
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 14, 217, 823], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 396}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 14, 217, 396], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 14, 217, 396], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""25,14,217,823;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""25,14,217,396;25,14,217,396""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,241593.668382,0.0,0.940368,0.101646,0.0,0.028189,0.077849
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [160], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 60}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [60], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [60], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""160;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""60;60""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,3.741176,0.0,0.304245,0.096305,0.0,0.335692,0.092374
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 395, 57, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [103, 395, 57, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [103, 395, 57, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""103,395,57,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""103,395,57,16;103,395,57,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,157854.939706,0.0,0.552582,0.661032,0.0,0.130049,0.229293
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [870], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 697}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [697], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [697], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""870;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""697;697""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.116176,0.0,0.731731,0.060171,0.0,0.176319,0.05888
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [396, 2, 27, 10, 236], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 80}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [396, 2, 27, 10, 80], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [396, 2, 27, 10, 80], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""396,2,27,10,236;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""396,2,27,10,80;396,2,27,10,80""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,175887.819853,0.0,0.902026,0.185859,0.0,0.035782,0.028504
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [125, 594, 10, 81], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 56}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [125, 594, 10, 56], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [125, 594, 10, 56], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""125,594,10,81;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""125,594,10,56;125,594,10,56""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,404072.242647,0.0,0.613883,0.401913,0.0,0.031331,0.145763
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [182, 28, 281, 43], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 25}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [182, 28, 281, 25], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [182, 28, 281, 25], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""182,28,281,43;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""182,28,281,25;182,28,281,25""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,441299.366176,0.0,0.397709,0.360466,0.0,0.039902,0.481864
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 309, 50, 34], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 26}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 309, 50, 26], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [95, 309, 50, 26], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""95,309,50,34;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""95,309,50,26;95,309,50,26""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,549336.986029,0.0,0.329602,0.473473,0.0,0.03613,0.39129
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2026, 424, 45], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2026, 424, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2026, 424, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""2026,424,45;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2026,424,16;2026,424,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,153333.126471,0.0,0.6864,0.521943,0.0,0.076389,0.093314
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [860], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 50}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [50], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [50], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""860;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""50;50""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,9.133824,0.0,0.717598,0.04975,0.0,0.197392,0.031718
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 50, 39, 108], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 84}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 50, 39, 84], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [190, 50, 39, 84], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""190,50,39,108;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""190,50,39,84;190,50,39,84""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,194376.191912,0.0,0.714485,0.27396,0.0,0.034065,0.282503
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [430, 10, 200, 56], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 54}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [430, 10, 200, 54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [430, 10, 200, 54], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""430,10,200,56;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""430,10,200,54;430,10,200,54""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,299721.430147,0.0,0.438856,0.402204,0.0,0.04115,0.408797
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [337, 1304], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 677}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [337, 677], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [337, 677], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""337,1304;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""337,677;337,677""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,2081.377206,0.0,0.948349,0.053878,0.0,0.033558,0.052076
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1874], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 449}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [449], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [449], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1874;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""449;449""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,19.048529,0.0,0.885432,0.033892,0.0,0.10044,0.024396
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [41, 28, 588, 1, 54], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 45}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [41, 28, 588, 1, 45], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [41, 28, 588, 1, 45], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""41,28,588,1,54;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""41,28,588,1,45;41,28,588,1,45""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,246762.793382,0.0,0.420122,0.423573,0.0,0.039402,0.394348
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [449, 529, 217], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 191}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [449, 529, 191], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [449, 529, 191], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""449,529,217;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""449,529,191;449,529,191""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,202456.533824,0.0,0.814384,0.206078,0.0,0.030564,0.217523
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [582], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 474}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [474], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [474], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""582;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""474;474""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,7.164706,0.0,0.636905,0.071839,0.0,0.225575,0.068144
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [108, 16, 16, 119, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [108, 16, 16, 119, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [108, 16, 16, 119, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""108,16,16,119,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""108,16,16,119,16;108,16,16,119,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,223576.686765,0.0,0.553549,0.662159,0.0,0.128514,0.229716
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [357, 329, 401], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 165}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [357, 329, 165], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [357, 329, 165], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""357,329,401;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""357,329,165;357,329,165""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,211286.905882,0.0,0.875163,0.144612,0.0,0.025019,0.104129
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30, 25, 890, 63], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 22}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30, 25, 890, 22], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [30, 25, 890, 22], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""30,25,890,63;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""30,25,890,22;30,25,890,22""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,202637.847059,0.0,0.503453,0.291597,0.0,0.046472,0.49739
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [88, 34, 36, 6, 64], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 36}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [88, 34, 36, 6, 36], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [88, 34, 36, 6, 36], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""88,34,36,6,64;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""88,34,36,6,36;88,34,36,6,36""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,185286.094853,0.0,0.533059,0.280296,0.0,0.033967,0.500455
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1593], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 953}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [953], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [953], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""1593;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""953;953""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,1,17.158824,0.0,0.827905,0.027683,0.0,0.099332,0.03351
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 165, 21, 84, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 16}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [8, 165, 21, 84, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [8, 165, 21, 84, 16], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""8,165,21,84,16;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""8,165,21,84,16;8,165,21,84,16""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,158233.507353,0.0,0.553536,0.662136,0.0,0.128529,0.229708
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [441, 311, 356], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 176}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [441, 311, 176], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [441, 311, 176], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""441,311,356;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""441,311,176;441,311,176""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,215679.922059,0.0,0.894114,0.150455,0.0,0.033548,0.027439
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [248, 414, 351], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 121}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [248, 414, 121], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [248, 414, 121], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""248,414,351;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""248,414,121;248,414,121""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,149414.219118,0.0,0.925205,0.101488,0.0,0.026945,0.11895
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [155, 260, 1402], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 1328}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [155, 260, 1328], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [155, 260, 1328], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""155,260,1402;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""155,260,1328;155,260,1328""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,264890.376471,0.0,0.948569,0.0728,0.0,0.038652,0.033556
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [483, 1802], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 72}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [483, 72], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [483, 72], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""483,1802;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""483,72;483,72""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,4002.227206,0.0,0.961639,0.052757,0.0,0.02809,0.019395
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 145, 14, 9, 116], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1], ""is_host"": true, ""value"": 17}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [28, 145, 14, 9, 17], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [28, 145, 14, 9, 17], ""is_host"": false}]","{""sorted"": true, ""largest"": true, ""dim"": -1}","""28,145,14,9,116;8192""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""28,145,14,9,17;28,145,14,9,17""",FLOAT16;INT32,FORMAT_ND;FORMAT_ND,2,303220.206618,0.0,0.653074,0.313111,0.0,0.032639,0.261616
