Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3456, 492], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3456, 492], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3456, 492], ""is_host"": false}]",{},"""3456,492;3456,492""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""3456,492""",FLOAT16,FORMAT_ND,2,241.043382,0.0,0.091075,0.082713,0.0,0.818494,0.470513
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [808, 598, 400], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [808, 598, 400], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [808, 598, 400], ""is_host"": false}]",{},"""808,598,400;808,598,400""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""808,598,400""",INT32,FORMAT_ND,2,48023.580147,0.0,0.102608,0.007489,0.0,0.99532,0.672778
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [808, 598, 400], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [808, 598, 400], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [808, 598, 400], ""is_host"": false}]",{},"""808,598,400;808,598,400""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""808,598,400""",FLOAT,FORMAT_ND,2,48018.445588,0.0,0.099885,0.00749,0.0,0.995454,0.675156
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [808, 598, 400], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [808, 598, 400], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [808, 598, 400], ""is_host"": false}]",{},"""808,598,400;808,598,400""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""808,598,400""",FLOAT16,FORMAT_ND,2,24089.888235,0.0,0.102868,0.007481,0.0,0.96353,0.640936
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2756, 204, 272], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2756, 204, 272], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2756, 204, 272], ""is_host"": false}]",{},"""2756,204,272;2756,204,272""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2756,204,272""",INT32,FORMAT_ND,2,38341.822794,0.0,0.102904,0.002754,0.0,0.938991,0.584066
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2756, 204, 272], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2756, 204, 272], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2756, 204, 272], ""is_host"": false}]",{},"""2756,204,272;2756,204,272""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2756,204,272""",FLOAT,FORMAT_ND,2,38332.823529,0.0,0.100497,0.002755,0.0,0.938398,0.586856
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2756, 204, 272], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2756, 204, 272], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2756, 204, 272], ""is_host"": false}]",{},"""2756,204,272;2756,204,272""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2756,204,272""",FLOAT16,FORMAT_ND,2,19129.826471,0.0,0.105827,0.00446,0.0,0.970382,0.580144
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]",{},"""242,1,2326,254;242,1,2326,254""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""242,1,2326,254""",INT32,FORMAT_ND,2,41019.057353,0.0,0.089723,0.043287,0.0,0.866403,0.515781
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]",{},"""242,1,2326,254;242,1,2326,254""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""242,1,2326,254""",FLOAT,FORMAT_ND,2,41382.847794,0.0,0.093256,0.042906,0.0,0.863396,0.511869
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [242, 1, 2326, 254], ""is_host"": false}]",{},"""242,1,2326,254;242,1,2326,254""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""242,1,2326,254""",FLOAT16,FORMAT_ND,2,20545.434559,0.0,0.090039,0.080393,0.0,0.831006,0.48718
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [152, 100, 25, 278], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]",{},"""152,100,25,278;152,100,25,278""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""152,100,25,278""",INT32,FORMAT_ND,2,29632.100735,0.0,0.051673,0.063796,0.0,0.888294,0.555393
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [152, 100, 25, 278], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]",{},"""152,100,25,278;152,100,25,278""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""152,100,25,278""",FLOAT,FORMAT_ND,2,30383.693382,0.0,0.091226,0.062217,0.0,0.850233,0.533371
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [152, 100, 25, 278], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [152, 100, 25, 278], ""is_host"": false}]",{},"""152,100,25,278;152,100,25,278""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""152,100,25,278""",FLOAT16,FORMAT_ND,2,14610.513235,0.0,0.051039,0.082777,0.0,0.868652,0.509963
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2077, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2077, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [2077, 206], ""is_host"": false}]",{},"""2077,206;2077,206""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""2077,206""",INT32,FORMAT_ND,2,121.434559,0.0,0.05082,0.046315,0.0,0.871584,0.510321
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2077, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2077, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [2077, 206], ""is_host"": false}]",{},"""2077,206;2077,206""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""2077,206""",FLOAT,FORMAT_ND,2,123.580882,0.0,0.09264,0.045505,0.0,0.844083,0.490587
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2077, 206], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2077, 206], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [2077, 206], ""is_host"": false}]",{},"""2077,206;2077,206""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""2077,206""",FLOAT16,FORMAT_ND,2,76.875,0.0,0.072482,0.069794,0.0,0.831057,0.479799
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]",{},"""25,7,29,164,172;25,7,29,164,172""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""25,7,29,164,172""",INT32,FORMAT_ND,2,39993.8125,0.0,0.090319,0.034986,0.0,0.879916,0.52968
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]",{},"""25,7,29,164,172;25,7,29,164,172""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""25,7,29,164,172""",FLOAT,FORMAT_ND,2,42084.699265,0.0,0.148255,0.033245,0.0,0.823457,0.490002
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [25, 7, 29, 164, 172], ""is_host"": false}]",{},"""25,7,29,164,172;25,7,29,164,172""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""25,7,29,164,172""",FLOAT16,FORMAT_ND,2,19573.970588,0.0,0.052808,0.1261,0.0,0.828769,0.483328
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [452, 180, 406, 1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]",{},"""452,180,406,1;452,180,406,1""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""452,180,406,1""",INT32,FORMAT_ND,2,9282.915441,0.0,0.092013,0.050655,0.0,0.860376,0.511739
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [452, 180, 406, 1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]",{},"""452,180,406,1;452,180,406,1""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""452,180,406,1""",FLOAT,FORMAT_ND,2,9238.241912,0.0,0.098646,0.050899,0.0,0.853519,0.504273
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [452, 180, 406, 1], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [452, 180, 406, 1], ""is_host"": false}]",{},"""452,180,406,1;452,180,406,1""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""452,180,406,1""",FLOAT16,FORMAT_ND,2,4517.259559,0.0,0.061436,0.069072,0.0,0.822988,0.468489
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]",{},"""75,177,8,42,28;75,177,8,42,28""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""75,177,8,42,28""",INT32,FORMAT_ND,2,30698.947059,0.0,0.087134,0.00433,0.0,0.994429,0.655408
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]",{},"""75,177,8,42,28;75,177,8,42,28""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""75,177,8,42,28""",FLOAT,FORMAT_ND,2,30656.851471,0.0,0.102373,0.004336,0.0,0.995206,0.654356
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [75, 177, 8, 42, 28], ""is_host"": false}]",{},"""75,177,8,42,28;75,177,8,42,28""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""75,177,8,42,28""",FLOAT16,FORMAT_ND,2,15330.055882,0.0,0.087153,0.005098,0.0,0.999458,0.667592
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]",{},"""13,8,52,53,598;13,8,52,53,598""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""13,8,52,53,598""",INT32,FORMAT_ND,2,46950.178676,0.0,0.096468,0.059853,0.0,0.849058,0.492395
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]",{},"""13,8,52,53,598;13,8,52,53,598""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""13,8,52,53,598""",FLOAT,FORMAT_ND,2,46926.386765,0.0,0.100924,0.059882,0.0,0.844561,0.490415
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 8, 52, 53, 598], ""is_host"": false}]",{},"""13,8,52,53,598;13,8,52,53,598""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""13,8,52,53,598""",FLOAT16,FORMAT_ND,2,23374.185294,0.0,0.051888,0.111835,0.0,0.842535,0.513017
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4304, 114, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4304, 114, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [4304, 114, 172], ""is_host"": false}]",{},"""4304,114,172;4304,114,172""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""4304,114,172""",INT32,FORMAT_ND,2,23214.496324,0.0,0.049486,0.04745,0.0,0.906215,0.534203
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4304, 114, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4304, 114, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [4304, 114, 172], ""is_host"": false}]",{},"""4304,114,172;4304,114,172""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""4304,114,172""",FLOAT,FORMAT_ND,2,24143.576471,0.0,0.088216,0.045624,0.0,0.869245,0.514042
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4304, 114, 172], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4304, 114, 172], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [4304, 114, 172], ""is_host"": false}]",{},"""4304,114,172;4304,114,172""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""4304,114,172""",FLOAT16,FORMAT_ND,2,11695.085294,0.0,0.04925,0.085935,0.0,0.867591,0.503953
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [424, 438], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [424, 438], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [424, 438], ""is_host"": false}]",{},"""424,438;424,438""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""424,438""",INT32,FORMAT_ND,2,65.961029,0.0,0.07335,0.041858,0.0,0.850134,0.482326
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 438], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 438], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [424, 438], ""is_host"": false}]",{},"""424,438;424,438""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""424,438""",FLOAT,FORMAT_ND,2,52.563971,0.0,0.098983,0.052527,0.0,0.802831,0.480955
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [424, 438], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [424, 438], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [424, 438], ""is_host"": false}]",{},"""424,438;424,438""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""424,438""",FLOAT16,FORMAT_ND,2,26.725735,0.0,0.090571,0.025752,0.0,0.884805,0.618731
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [274], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [274], ""is_host"": false}]",{},"""274;274""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""274""",INT32,FORMAT_ND,1,1.675,0.0,0.032485,0.104478,0.0,0.599649,0.122915
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [274], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [274], ""is_host"": false}]",{},"""274;274""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""274""",FLOAT,FORMAT_ND,1,1.230882,0.0,0.051374,0.142174,0.0,0.415771,0.167264
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [274], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [274], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [274], ""is_host"": false}]",{},"""274;274""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""274""",FLOAT16,FORMAT_ND,1,1.114706,0.0,0.046174,0.156992,0.0,0.416887,0.176781
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1397], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [1397], ""is_host"": false}]",{},"""1397;1397""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""1397""",INT32,FORMAT_ND,2,2.575735,0.0,0.025121,0.156723,0.0,0.406794,0.210962
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1397], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1397], ""is_host"": false}]",{},"""1397;1397""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""1397""",FLOAT,FORMAT_ND,2,1.828676,0.0,0.045838,0.220748,0.0,0.406112,0.241657
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1397], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1397], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [1397], ""is_host"": false}]",{},"""1397;1397""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""1397""",FLOAT16,FORMAT_ND,2,1.772794,0.0,0.031522,0.345915,0.0,0.306097,0.268353
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]",{},"""247,914,1,9,94;247,914,1,9,94""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""247,914,1,9,94""",INT32,FORMAT_ND,2,47503.261029,0.0,0.101886,0.009973,0.0,0.995707,0.683805
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]",{},"""247,914,1,9,94;247,914,1,9,94""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""247,914,1,9,94""",FLOAT,FORMAT_ND,2,47509.335294,0.0,0.106273,0.009971,0.0,0.995579,0.680356
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [247, 914, 1, 9, 94], ""is_host"": false}]",{},"""247,914,1,9,94;247,914,1,9,94""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""247,914,1,9,94""",FLOAT16,FORMAT_ND,2,23797.183824,0.0,0.101794,0.010084,0.0,0.995746,0.682352
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]",{},"""13,4,112,312,110;13,4,112,312,110""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""13,4,112,312,110""",INT32,FORMAT_ND,2,55401.838971,0.0,0.094765,0.056286,0.0,0.85385,0.503529
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]",{},"""13,4,112,312,110;13,4,112,312,110""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""13,4,112,312,110""",FLOAT,FORMAT_ND,2,55517.508088,0.0,0.095185,0.056171,0.0,0.853513,0.503117
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [13, 4, 112, 312, 110], ""is_host"": false}]",{},"""13,4,112,312,110;13,4,112,312,110""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""13,4,112,312,110""",FLOAT16,FORMAT_ND,2,23732.808824,0.0,0.083905,0.011641,0.0,0.963176,0.554467
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]",{},"""40,184,9,6,270;40,184,9,6,270""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""40,184,9,6,270""",INT32,FORMAT_ND,2,27284.221324,0.0,0.055538,0.03969,0.0,0.945835,0.51557
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]",{},"""40,184,9,6,270;40,184,9,6,270""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""40,184,9,6,270""",FLOAT,FORMAT_ND,2,27292.422059,0.0,0.101524,0.039678,0.0,0.930369,0.509678
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [40, 184, 9, 6, 270], ""is_host"": false}]",{},"""40,184,9,6,270;40,184,9,6,270""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""40,184,9,6,270""",FLOAT16,FORMAT_ND,2,14993.003676,0.0,0.051256,0.112655,0.0,0.839162,0.525959
"[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [344, 2461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [344, 2461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""int32"", ""shape"": [344, 2461], ""is_host"": false}]",{},"""344,2461;344,2461""",INT32;INT32,FORMAT_ND;FORMAT_ND,"""344,2461""",INT32,FORMAT_ND,2,231.299265,0.0,0.050126,0.048823,0.0,0.889124,0.525224
"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [344, 2461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [344, 2461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [344, 2461], ""is_host"": false}]",{},"""344,2461;344,2461""",FLOAT;FLOAT,FORMAT_ND;FORMAT_ND,"""344,2461""",FLOAT,FORMAT_ND,2,240.833824,0.0,0.088919,0.046884,0.0,0.853679,0.520322
"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [344, 2461], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [344, 2461], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [344, 2461], ""is_host"": false}]",{},"""344,2461;344,2461""",FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND,"""344,2461""",FLOAT16,FORMAT_ND,2,126.602941,0.0,0.085527,0.083221,0.0,0.801347,0.461203
