,Original Inputs,Original Outputs,Attributes,Input Shapes,Input Data Types,Input Formats,Output Shapes,Output Data Types,Output Formats,Block Dim,aicore_time(us),mac_ratio,vec_ratio,scalar_ratio,mte1_ratio,mte2_ratio,mte3_ratio
1750,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 143, 142, 396], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [143], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [143], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 143, 142, 396], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 143, 142, 396], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [6, 143, 142, 396], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""6,143,142,396;143;143""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""6,143,142,396;6,1,1,396;6,1,1,396""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,347550.955882,0.0,0.672842,0.146129,0.0,0.489091,0.145613
1751,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [68, 33, 29, 926], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [33], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [33], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [68, 33, 29, 926], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [68, 33, 29, 926], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [68, 33, 29, 926], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""68,33,29,926;33;33""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""68,33,29,926;68,1,1,926;68,1,1,926""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,243030.658824,0.0,0.742909,0.158731,0.0,0.535234,0.152179
1752,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [456, 30, 169, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [30], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [456, 30, 169, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [456, 30, 169, 16], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [456, 30, 169, 16], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""456,30,169,16;30;30""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""456,30,169,16;456,1,1,16;456,1,1,16""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,84862.245588,0.0,0.877961,0.101432,0.0,0.148714,0.069766
1753,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 462, 239, 9], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [462], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [462], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 462, 239, 9], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 462, 239, 9], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [53, 462, 239, 9], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""53,462,239,9;462;462""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""53,462,239,9;53,1,1,9;53,1,1,9""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,5506457.219118,0.0,0.460253,0.138803,0.0,0.821006,0.124119
1754,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 111, 66, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [111], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 111, 66, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 111, 66, 47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [190, 111, 66, 47], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""190,111,66,47;111;111""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""190,111,66,47;190,1,1,47;190,1,1,47""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1548417.469118,0.0,0.515446,0.13912,0.0,0.655254,0.11944
1755,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [377, 185, 106, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [185], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [185], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [377, 185, 106, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [377, 185, 106, 6], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [377, 185, 106, 6], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""377,185,106,6;185;185""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""377,185,106,6;377,1,1,6;377,1,1,6""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,6960591.944118,0.0,0.462008,0.142096,0.0,0.811943,0.123331
1756,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [26, 284, 60, 99], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [284], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [284], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [26, 284, 60, 99], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [26, 284, 60, 99], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [26, 284, 60, 99], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""26,284,60,99;284;284""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""26,284,60,99;26,1,1,99;26,1,1,99""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,775085.942647,0.0,0.657269,0.119908,0.0,0.452506,0.084058
1757,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8, 847, 209, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [847], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [847], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8, 847, 209, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8, 847, 209, 28], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [8, 847, 209, 28], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""8,847,209,28;847;847""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""8,847,209,28;8,1,1,28;8,1,1,28""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1350220.264706,0.0,0.464513,0.134341,0.0,0.820219,0.127561
1758,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 29, 361, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [29], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [29], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 29, 361, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 29, 361, 66], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 29, 361, 66], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""62,29,361,66;29;29""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""62,29,361,66;62,1,1,66;62,1,1,66""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1125780.819118,0.0,0.633819,0.118181,0.0,0.465046,0.088539
1759,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [23, 105, 212, 69], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [105], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [23, 105, 212, 69], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [23, 105, 212, 69], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [23, 105, 212, 69], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""23,105,212,69;105;105""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""23,105,212,69;23,1,1,69;23,1,1,69""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,811782.057353,0.0,0.620615,0.118013,0.0,0.498802,0.088222
1760,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 110, 206, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [110], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 110, 206, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 110, 206, 39], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 110, 206, 39], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""46,110,206,39;110;110""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""46,110,206,39;46,1,1,39;46,1,1,39""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1156692.252941,0.0,0.511001,0.142777,0.0,0.639928,0.115293
1761,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [108, 12, 719, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [12], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [108, 12, 719, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [108, 12, 719, 62], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [108, 12, 719, 62], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""108,12,719,62;12;12""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""108,12,719,62;108,1,1,62;108,1,1,62""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1912154.492647,0.0,0.354629,0.145219,0.0,0.77756,0.121383
1762,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 53, 533, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [53], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [53], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 53, 533, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 53, 533, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46, 53, 533, 27], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""46,53,533,27;53;53""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""46,53,533,27;46,1,1,27;46,1,1,27""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1401127.861765,0.0,0.500927,0.127423,0.0,0.664054,0.113644
1763,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [198, 219, 8, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [219], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [219], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [198, 219, 8, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [198, 219, 8, 152], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [198, 219, 8, 152], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""198,219,8,152;219;219""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""198,219,8,152;198,1,1,152;198,1,1,152""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,89530.530882,0.0,0.977828,0.182776,0.0,0.160706,0.109573
1764,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 19, 1890, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [19], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 19, 1890, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 19, 1890, 27], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [62, 19, 1890, 27], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""62,19,1890,27;19;19""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""62,19,1890,27;62,1,1,27;62,1,1,27""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2371266.879412,0.0,0.501726,0.143777,0.0,0.662132,0.114601
1765,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [63, 38, 19, 967], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [38], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [38], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [63, 38, 19, 967], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [63, 38, 19, 967], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [63, 38, 19, 967], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""63,38,19,967;38;38""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""63,38,19,967;63,1,1,967;63,1,1,967""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,177400.65,0.0,0.740789,0.141838,0.0,0.532694,0.150865
1766,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 154, 186, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [154], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [154], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 154, 186, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 154, 186, 15], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [95, 154, 186, 15], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""95,154,186,15;154;154""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""95,154,186,15;95,1,1,15;95,1,1,15""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2871164.097059,0.0,0.501775,0.142531,0.0,0.66211,0.112434
1767,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [745, 120, 34, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [120], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [120], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [745, 120, 34, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [745, 120, 34, 13], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [745, 120, 34, 13], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""745,120,34,13;120;120""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""745,120,34,13;745,1,1,13;745,1,1,13""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2949688.292647,0.0,0.460909,0.146765,0.0,0.803543,0.126724
1768,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 46, 75, 63], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [46], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 46, 75, 63], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 46, 75, 63], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [176, 46, 75, 63], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""176,46,75,63;46;46""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""176,46,75,63;176,1,1,63;176,1,1,63""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,692337.257353,0.0,0.512179,0.125157,0.0,0.649491,0.121644
1769,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 7, 219, 460], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [7], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 7, 219, 460], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 7, 219, 460], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [61, 7, 219, 460], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""61,7,219,460;7;7""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""61,7,219,460;61,1,1,460;61,1,1,460""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,226367.086765,0.0,0.722479,0.134913,0.0,0.507543,0.137952
1770,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [195, 199, 53, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [199], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [199], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [195, 199, 53, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [195, 199, 53, 30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [195, 199, 53, 30], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""195,199,53,30;199;199""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""195,199,53,30;195,1,1,30;195,1,1,30""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,2234529.076471,0.0,0.500436,0.132134,0.0,0.673558,0.12207
1771,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1300, 11, 42, 83], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [11], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1300, 11, 42, 83], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1300, 11, 42, 83], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [1300, 11, 42, 83], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""1300,11,42,83;11;11""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""1300,11,42,83;1300,1,1,83;1300,1,1,83""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,974282.991176,0.0,0.619648,0.123149,0.0,0.506626,0.101582
1772,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 469, 64, 53], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [469], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [469], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 469, 64, 53], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 469, 64, 53], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [27, 469, 64, 53], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""27,469,64,53;469;469""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""27,469,64,53;27,1,1,53;27,1,1,53""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,107982.223529,0.0,0.651195,0.05581,0.0,0.427499,0.174196
1773,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 756, 91, 44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [756], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [756], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 756, 91, 44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 756, 91, 44], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [21, 756, 91, 44], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""21,756,91,44;756;756""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""21,756,91,44;21,1,1,44;21,1,1,44""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,1439626.760294,0.0,0.482112,0.133434,0.0,0.819898,0.127045
1774,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 3, 155, 753], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [3], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 3, 155, 753], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 3, 155, 753], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [107, 3, 155, 753], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""107,3,155,753;3;3""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""107,3,155,753;107,1,1,753;107,1,1,753""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,167381.176471,0.0,0.745086,0.10844,0.0,0.404341,0.143554
1775,"[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [76, 30, 145, 187], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [30], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [30], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float"", ""shape"": [76, 30, 145, 187], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [76, 30, 145, 187], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float"", ""shape"": [76, 30, 145, 187], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""76,30,145,187;30;30""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""76,30,145,187;76,1,1,187;76,1,1,187""",FLOAT;FLOAT;FLOAT,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,610399.433824,0.0,0.624552,0.125141,0.0,0.50525,0.121146
1776,"[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 47, 66, 218], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [47], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [47], ""is_host"": false}]","[{""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 47, 66, 218], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 47, 66, 218], ""is_host"": false}, {""format"": ""ND"", ""dtype"": ""float16"", ""shape"": [55, 47, 66, 218], ""is_host"": false}]","{""data_format"": ""ND"", ""epsilon"": 1e-06}","""55,47,66,218;47;47""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,"""55,47,66,218;55,1,1,218;55,1,1,218""",FLOAT16;FLOAT16;FLOAT16,FORMAT_ND;FORMAT_ND;FORMAT_ND,1,341484.657353,0.0,0.646322,0.133437,0.0,0.447682,0.11404
